County,Year,Deaths,State
Middlesex County,2010,61, NJ
Midland County,2010,12, TX
Milwaukee County,2010,164, WI
Mingo County,2010,14, WV
Minnehaha County,2010,11, SD
Missoula County,2010,15, MT
Mobile County,2010,39, AL
Mohave County,2010,67, AZ
Monmouth County,2010,66, NJ
Monroe County,2010,16, FL
Monroe County,2010,16, IN
Monroe County,2010,19, MI
Monroe County,2010,57, NY
Monroe County,2010,15, PA
Monterey County,2010,36, CA
Montgomery County,2010,16, AL
Montgomery County,2010,18, MD
Montgomery County,2010,130, OH
Montgomery County,2010,109, PA
Montgomery County,2010,17, TN
Montgomery County,2010,30, TX
Morgan County,2010,13, AL
Morgan County,2010,15, IN
Morris County,2010,32, NJ
Multnomah County,2010,143, OR
Murray County,2010,10, GA
Muscogee County,2010,23, GA
Muskegon County,2010,28, MI
Muskogee County,2010,16, OK
Napa County,2010,13, CA
Nassau County,2010,14, FL
Nassau County,2010,105, NY
Natrona County,2010,10, WY
Navajo County,2010,13, AZ
New Castle County,2010,70, DE
New Hanover County,2010,28, NC
New Haven County,2010,109, CT
New London County,2010,24, CT
New York County,2010,134, NY
Newport News city,2010,11, VA
Niagara County,2010,29, NY
Norfolk County,2010,71, MA
Norfolk city,2010,10, VA
Northampton County,2010,25, PA
Northumberland County,2010,10, PA
Nueces County,2010,45, TX
Nye County,2010,17, NV
Oakland County,2010,192, MI
Ocean County,2010,54, NJ
Oconee County,2010,16, SC
Okaloosa County,2010,13, FL
Oklahoma County,2010,153, OK
Onondaga County,2010,33, NY
Onslow County,2010,11, NC
Orange County,2010,313, CA
Orange County,2010,149, FL
Orange County,2010,55, NY
Orange County,2010,25, TX
Orleans Parish,2010,17, LA
Osceola County,2010,22, FL
Ottawa County,2010,10, MI
Ouachita Parish,2010,12, LA
Palm Beach County,2010,230, FL
Parker County,2010,17, TX
Pasco County,2010,173, FL
Passaic County,2010,35, NJ
Paulding County,2010,31, GA
Pearl River County,2010,12, MS
Pemiscot County,2010,11, MO
Penobscot County,2010,12, ME
Peoria County,2010,17, IL
Phelps County,2010,10, MO
Philadelphia County,2010,350, PA
Pickens County,2010,28, SC
Pierce County,2010,113, WA
Pike County,2010,35, KY
Pike County,2010,12, PA
Pima County,2010,204, AZ
Pinal County,2010,45, AZ
Pinellas County,2010,284, FL
Pitt County,2010,16, NC
Placer County,2010,20, CA
Plymouth County,2010,43, MA
Polk County,2010,86, FL
Polk County,2010,11, GA
Polk County,2010,48, IA
Polk County,2010,10, MO
Portage County,2010,14, OH
Porter County,2010,24, IN
Powell County,2010,16, KY
Prince George's County,2010,39, MD
Prince William County,2010,13, VA
Providence County,2010,108, RI
Pueblo County,2010,22, CO
Pulaski County,2010,55, AR
Putnam County,2010,21, FL
Putnam County,2010,12, TN
Queens County,2010,137, NY
Racine County,2010,12, WI
Raleigh County,2010,38, WV
Ramsey County,2010,40, MN
Randolph County,2010,17, NC
Rankin County,2010,25, MS
Rapides Parish,2010,10, LA
Richland County,2010,14, OH
Richland County,2010,45, SC
Richmond County,2010,29, GA
Richmond County,2010,57, NY
Richmond city,2010,15, VA
Rio Arriba County,2010,18, NM
Riverside County,2010,250, CA
Roane County,2010,19, TN
Rock County,2010,17, WI
Rockingham County,2010,15, NC
Rockingham County,2010,25, NH
Rockland County,2010,10, NY
Rogers County,2010,10, OK
Ross County,2010,16, OH
Rowan County,2010,19, NC
Russell County,2010,12, VA
Rutherford County,2010,10, NC
Rutherford County,2010,24, TN
Sacramento County,2010,228, CA
Saginaw County,2010,18, MI
Salt Lake County,2010,180, UT
San Bernardino County,2010,193, CA
San Diego County,2010,380, CA
San Francisco County,2010,167, CA
San Joaquin County,2010,121, CA
San Juan County,2010,13, NM
San Luis Obispo County,2010,40, CA
San Mateo County,2010,54, CA
Sandoval County,2010,16, NM
Sangamon County,2010,10, IL
Santa Barbara County,2010,38, CA
Santa Clara County,2010,133, CA
Santa Cruz County,2010,38, CA
Santa Fe County,2010,27, NM
Santa Rosa County,2010,17, FL
Sarasota County,2010,83, FL
Schuylkill County,2010,23, PA
Scioto County,2010,22, OH
Scott County,2010,15, IA
Sebastian County,2010,11, AR
Sedgwick County,2010,40, KS
Seminole County,2010,61, FL
Sequoyah County,2010,11, OK
Sevier County,2010,23, TN
Shasta County,2010,43, CA
Shawnee County,2010,19, KS
Shelby County,2010,15, AL
Shelby County,2010,131, TN
Shiawassee County,2010,15, MI
Siskiyou County,2010,13, CA
Skagit County,2010,16, WA
Smith County,2010,17, TX
Snohomish County,2010,108, WA
Solano County,2010,45, CA
Somerset County,2010,13, NJ
Somerset County,2010,12, PA
Sonoma County,2010,76, CA
Spartanburg County,2010,46, SC
Spokane County,2010,75, WA
St. Charles County,2010,43, MO
St. Clair County,2010,14, AL
St. Clair County,2010,24, IL
St. Clair County,2010,34, MI
St. Francois County,2010,12, MO
St. John the Baptist Parish,2010,10, LA
St. Johns County,2010,15, FL
St. Joseph County,2010,21, IN
St. Louis County,2010,16, MN
St. Louis County,2010,144, MO
St. Louis city,2010,64, MO
St. Lucie County,2010,43, FL
St. Mary's County,2010,11, MD
St. Tammany Parish,2010,42, LA
Stanislaus County,2010,83, CA
Stanly County,2010,17, NC
Stark County,2010,39, OH
Strafford County,2010,10, NH
Suffolk County,2010,93, MA
Suffolk County,2010,190, NY
Sullivan County,2010,19, TN
Summit County,2010,96, OH
Sumner County,2010,17, TN
Surry County,2010,16, NC
Sussex County,2010,28, DE
Sussex County,2010,18, NJ
Tangipahoa Parish,2010,29, LA
Tarrant County,2010,134, TX
Taylor County,2010,12, TX
Tazewell County,2010,11, IL
Tazewell County,2010,13, VA
Terrebonne Parish,2010,22, LA
Thurston County,2010,22, WA
Tom Green County,2010,20, TX
Travis County,2010,118, TX
Trumbull County,2010,45, OH
Tulare County,2010,22, CA
Tulsa County,2010,140, OK
Tuolumne County,2010,16, CA
Tuscaloosa County,2010,22, AL
Union County,2010,10, NC
Union County,2010,35, NJ
Union County,2010,10, OH
Utah County,2010,68, UT
Valencia County,2010,18, NM
Van Buren County,2010,13, MI
Vanderburgh County,2010,50, IN
Ventura County,2010,93, CA
Virginia Beach city,2010,14, VA
Volusia County,2010,104, FL
Wabash County,2010,10, IN
Wagoner County,2010,20, OK
Wake County,2010,54, NC
Walker County,2010,32, AL
Walworth County,2010,13, WI
Warren County,2010,14, NJ
Warren County,2010,24, OH
Washington County,2010,10, AR
Washington County,2010,15, MD
Washington County,2010,10, MN
Washington County,2010,30, OR
Washington County,2010,34, PA
Washington County,2010,17, RI
Washington County,2010,18, TN
Washington County,2010,11, UT
Washoe County,2010,98, NV
Washtenaw County,2010,47, MI
Waukesha County,2010,44, WI
Wayne County,2010,10, IN
Wayne County,2010,407, MI
Wayne County,2010,10, NC
Wayne County,2010,17, WV
Webb County,2010,23, TX
Weber County,2010,39, UT
Weld County,2010,18, CO
Westchester County,2010,48, NY
Westmoreland County,2010,56, PA
Whatcom County,2010,14, WA
Whitfield County,2010,11, GA
Whitley County,2010,19, KY
Wichita County,2010,16, TX
Wilkes County,2010,16, NC
Will County,2010,54, IL
Williamson County,2010,11, IL
Williamson County,2010,10, TN
Williamson County,2010,27, TX
Wilson County,2010,17, TN
Windham County,2010,14, CT
Winnebago County,2010,49, IL
Winnebago County,2010,12, WI
Wise County,2010,13, VA
Worcester County,2010,87, MA
Wyandotte County,2010,16, KS
Wyoming County,2010,24, WV
Yakima County,2010,24, WA
Yavapai County,2010,33, AZ
Yellowstone County,2010,14, MT
Yolo County,2010,13, CA
York County,2010,17, ME
York County,2010,45, PA
York County,2010,24, SC
Yuma County,2010,22, AZ
Acadia Parish,2011,10, LA
Ada County,2011,45, ID
Adams County,2011,88, CO
Aiken County,2011,22, SC
Alachua County,2011,14, FL
Alamance County,2011,16, NC
Alameda County,2011,167, CA
Albany County,2011,26, NY
Allegany County,2011,10, MD
Allegheny County,2011,241, PA
Allen County,2011,25, IN
Anchorage Borough,2011,47, AK
Anderson County,2011,32, SC
Anderson County,2011,15, TN
Androscoggin County,2011,12, ME
Anne Arundel County,2011,72, MD
Anoka County,2011,35, MN
Arapahoe County,2011,72, CO
Armstrong County,2011,15, PA
Aroostook County,2011,13, ME
Ascension Parish,2011,11, LA
Ashtabula County,2011,18, OH
Athens County,2011,12, OH
Atlantic County,2011,52, NJ
Baldwin County,2011,23, AL
Baltimore County,2011,112, MD
Baltimore city,2011,134, MD
Bannock County,2011,11, ID
Barnstable County,2011,18, MA
Bartow County,2011,17, GA
Bay County,2011,20, MI
Beaufort County,2011,13, SC
Beaver County,2011,33, PA
Bell County,2011,11, KY
Bell County,2011,20, TX
Benton County,2011,18, AR
Benton County,2011,16, WA
Bergen County,2011,69, NJ
Berkeley County,2011,16, SC
Berkeley County,2011,26, WV
Berks County,2011,65, PA
Berkshire County,2011,12, MA
Bernalillo County,2011,199, NM
Berrien County,2011,19, MI
Bexar County,2011,263, TX
Bibb County,2011,17, GA
Blair County,2011,22, PA
Blount County,2011,22, TN
Bonneville County,2011,12, ID
Boone County,2011,20, KY
Boone County,2011,19, MO
Boone County,2011,23, WV
Boulder County,2011,38, CO
Boyd County,2011,12, KY
Bradley County,2011,16, TN
Brazoria County,2011,36, TX
Brazos County,2011,19, TX
Brevard County,2011,123, FL
Bristol County,2011,125, MA
Bronx County,2011,182, NY
Brooke County,2011,14, WV
Broome County,2011,17, NY
Broward County,2011,233, FL
Brown County,2011,11, OH
Brown County,2011,22, WI
Brunswick County,2011,29, NC
Buchanan County,2011,10, VA
Bucks County,2011,135, PA
Bullitt County,2011,12, KY
Buncombe County,2011,35, NC
Burke County,2011,16, NC
Burlington County,2011,49, NJ
Butler County,2011,15, MO
Butler County,2011,104, OH
Butler County,2011,27, PA
Butte County,2011,76, CA
Cabarrus County,2011,14, NC
Cabell County,2011,37, WV
Caddo Parish,2011,26, LA
Calaveras County,2011,10, CA
Calcasieu Parish,2011,16, LA
Caldwell County,2011,10, NC
Calhoun County,2011,12, AL
Calhoun County,2011,28, MI
Cambria County,2011,25, PA
Camden County,2011,10, GA
Camden County,2011,118, NJ
Campbell County,2011,31, KY
Campbell County,2011,15, TN
Canadian County,2011,17, OK
Canyon County,2011,10, ID
Cape May County,2011,14, NJ
Carbon County,2011,12, PA
Caroline County,2011,11, MD
Carroll County,2011,22, GA
Carter County,2011,15, OK
Carter County,2011,12, TN
Carteret County,2011,17, NC
Cass County,2011,13, MI
Cass County,2011,13, MO
Catawba County,2011,27, NC
Catoosa County,2011,10, GA
Cayuga County,2011,10, NY
Cecil County,2011,29, MD
Champaign County,2011,18, IL
Charleston County,2011,42, SC
Charlotte County,2011,27, FL
Chatham County,2011,22, GA
Chaves County,2011,16, NM
Cheatham County,2011,12, TN
Chelan County,2011,10, WA
Chemung County,2011,11, NY
Cherokee County,2011,19, GA
Cherokee County,2011,17, NC
Chesapeake city,2011,12, VA
Cheshire County,2011,10, NH
Chester County,2011,64, PA
Chesterfield County,2011,24, VA
Chittenden County,2011,13, VT
Citrus County,2011,29, FL
Clackamas County,2011,34, OR
Clark County,2011,29, IN
Clark County,2011,12, KY
Clark County,2011,449, NV
Clark County,2011,34, OH
Clark County,2011,55, WA
Clarke County,2011,13, GA
Clatsop County,2011,11, OR
Clay County,2011,23, FL
Clay County,2011,25, KY
Clay County,2011,18, MO
Clayton County,2011,20, GA
Clermont County,2011,46, OH
Cleveland County,2011,10, NC
Cleveland County,2011,28, OK
Clinton County,2011,11, NY
Cobb County,2011,65, GA
Coconino County,2011,16, AZ
Collier County,2011,41, FL
Collin County,2011,68, TX
Columbiana County,2011,18, OH
Comal County,2011,10, TX
Comanche County,2011,12, OK
Contra Costa County,2011,122, CA
Cook County,2011,516, IL
Coweta County,2011,12, GA
Cowlitz County,2011,27, WA
Craighead County,2011,10, AR
Crawford County,2011,14, AR
Creek County,2011,18, OK
Cullman County,2011,10, AL
Cumberland County,2011,19, ME
Cumberland County,2011,41, NC
Cumberland County,2011,13, NJ
Cumberland County,2011,23, PA
Cumberland County,2011,10, TN
Cuyahoga County,2011,225, OH
Dakota County,2011,29, MN
Dallas County,2011,252, TX
Dane County,2011,79, WI
Dauphin County,2011,30, PA
Davidson County,2011,30, NC
Davidson County,2011,101, TN
Davis County,2011,18, UT
DeKalb County,2011,11, AL
DeKalb County,2011,44, GA
DeKalb County,2011,11, IL
DeSoto County,2011,11, MS
Delaware County,2011,16, IN
Delaware County,2011,11, OH
Delaware County,2011,148, PA
Denton County,2011,70, TX
Denver County,2011,163, CO
Deschutes County,2011,15, OR
Dickenson County,2011,10, VA
District of Columbia,2011,79, DC
Dona Ana County,2011,26, NM
Douglas County,2011,28, CO
Douglas County,2011,14, GA
Douglas County,2011,46, NE
DuPage County,2011,86, IL
Durham County,2011,22, NC
Dutchess County,2011,33, NY
Duval County,2011,147, FL
East Baton Rouge Parish,2011,24, LA
Ector County,2011,16, TX
El Dorado County,2011,30, CA
El Paso County,2011,94, CO
El Paso County,2011,52, TX
Elkhart County,2011,15, IN
Erie County,2011,103, NY
Erie County,2011,12, OH
Erie County,2011,47, PA
Escambia County,2011,29, FL
Essex County,2011,82, MA
Essex County,2011,61, NJ
Etowah County,2011,14, AL
Fairfax County,2011,52, VA
Fairfield County,2011,61, CT
Fairfield County,2011,12, OH
Faulkner County,2011,11, AR
Fauquier County,2011,12, VA
Fayette County,2011,10, GA
Fayette County,2011,41, KY
Fayette County,2011,40, PA
Fayette County,2011,18, WV
Flagler County,2011,16, FL
Florence County,2011,10, SC
Floyd County,2011,11, GA
Floyd County,2011,14, IN
Floyd County,2011,38, KY
Forsyth County,2011,25, GA
Forsyth County,2011,43, NC
Fort Bend County,2011,30, TX
Franklin County,2011,20, MO
Franklin County,2011,244, OH
Franklin County,2011,12, VA
Frederick County,2011,20, MD
Fresno County,2011,89, CA
Fulton County,2011,95, GA
Galveston County,2011,42, TX
Garland County,2011,10, AR
Gaston County,2011,42, NC
Geauga County,2011,10, OH
Genesee County,2011,80, MI
Gloucester County,2011,52, NJ
Gordon County,2011,11, GA
Grand Traverse County,2011,13, MI
Grant County,2011,14, IN
Grays Harbor County,2011,10, WA
Grayson County,2011,17, TX
Greenbrier County,2011,12, WV
Greene County,2011,54, MO
Greene County,2011,23, OH
Greene County,2011,10, PA
Greene County,2011,12, TN
Greenville County,2011,71, SC
Gregg County,2011,13, TX
Guadalupe County,2011,11, TX
Guilford County,2011,43, NC
Gwinnett County,2011,45, GA
Hall County,2011,23, GA
Hamblen County,2011,24, TN
Hamilton County,2011,16, IN
Hamilton County,2011,180, OH
Hamilton County,2011,40, TN
Hampden County,2011,54, MA
Hancock County,2011,10, OH
Harford County,2011,38, MD
Harlan County,2011,11, KY
Harris County,2011,389, TX
Harrison County,2011,40, MS
Harrison County,2011,20, WV
Hartford County,2011,91, CT
Hawaii County,2011,12, HI
Hawkins County,2011,21, TN
Henderson County,2011,13, NC
Hendricks County,2011,13, IN
Hennepin County,2011,123, MN
Henrico County,2011,26, VA
Henry County,2011,26, GA
Henry County,2011,11, VA
Hernando County,2011,33, FL
Hidalgo County,2011,18, TX
Highlands County,2011,17, FL
Hillsborough County,2011,242, FL
Hillsborough County,2011,67, NH
Honolulu County,2011,115, HI
Horry County,2011,25, SC
Houston County,2011,12, AL
Howard County,2011,17, IN
Howard County,2011,15, MD
Hudson County,2011,43, NJ
Humboldt County,2011,48, CA
Imperial County,2011,21, CA
Indian River County,2011,25, FL
Indiana County,2011,19, PA
Ingham County,2011,34, MI
Iredell County,2011,30, NC
Iron County,2011,10, UT
Jackson County,2011,10, GA
Jackson County,2011,33, MI
Jackson County,2011,101, MO
Jackson County,2011,30, MS
Jackson County,2011,22, OR
Jasper County,2011,15, MO
Jefferson County,2011,109, AL
Jefferson County,2011,72, CO
Jefferson County,2011,129, KY
Jefferson County,2011,43, MO
Jefferson County,2011,25, OH
Jefferson County,2011,10, TN
Jefferson County,2011,31, TX
Jefferson Parish,2011,80, LA
Johnson County,2011,10, IN
Johnson County,2011,39, KS
Johnson County,2011,19, KY
Johnson County,2011,12, TX
Johnston County,2011,14, NC
Kalamazoo County,2011,25, MI
Kanawha County,2011,64, WV
Kane County,2011,43, IL
Kankakee County,2011,11, IL
Kendall County,2011,11, IL
Kennebec County,2011,13, ME
Kenosha County,2011,23, WI
Kent County,2011,24, DE
Kent County,2011,48, MI
Kent County,2011,35, RI
Kenton County,2011,56, KY
Kern County,2011,145, CA
Kerr County,2011,10, TX
King County,2011,250, WA
Kings County,2011,13, CA
Kings County,2011,210, NY
Kitsap County,2011,25, WA
Knox County,2011,23, KY
Knox County,2011,84, TN
La Porte County,2011,21, IN
LaSalle County,2011,24, IL
Lackawanna County,2011,41, PA
Lafayette Parish,2011,27, LA
Lafourche Parish,2011,14, LA
Lake County,2011,28, CA
Lake County,2011,38, FL
Lake County,2011,82, IL
Lake County,2011,21, IN
Lake County,2011,43, OH
Lancaster County,2011,12, NE
Lancaster County,2011,50, PA
Lancaster County,2011,11, SC
Lane County,2011,48, OR
Larimer County,2011,43, CO
Lassen County,2011,10, CA
Lauderdale County,2011,12, AL
Laurel County,2011,19, KY
Lawrence County,2011,17, OH
Lawrence County,2011,21, PA
Le Flore County,2011,14, OK
Lea County,2011,14, NM
Lee County,2011,96, FL
Lehigh County,2011,60, PA
Lenoir County,2011,10, NC
Leon County,2011,13, FL
Letcher County,2011,18, KY
Lewis County,2011,17, WA
Lexington County,2011,38, SC
Liberty County,2011,10, TX
Licking County,2011,22, OH
Lincoln County,2011,14, NC
Lincoln County,2011,14, WV
Linn County,2011,17, IA
Linn County,2011,17, OR
Litchfield County,2011,15, CT
Livingston County,2011,12, MI
Livingston Parish,2011,33, LA
Logan County,2011,24, WV
Lorain County,2011,25, OH
Los Angeles County,2011,706, CA
Lubbock County,2011,21, TX
Lucas County,2011,57, OH
Luzerne County,2011,52, PA
Macomb County,2011,234, MI
Madera County,2011,20, CA
Madison County,2011,25, AL
Madison County,2011,49, IL
Madison County,2011,42, IN
Madison County,2011,18, KY
Mahoning County,2011,47, OH
Manatee County,2011,73, FL
Manistee County,2011,10, MI
Maricopa County,2011,655, AZ
Marin County,2011,13, CA
Marion County,2011,46, FL
Marion County,2011,156, IN
Marion County,2011,13, OH
Marion County,2011,24, OR
Martin County,2011,22, FL
Matanuska-Susitna Borough,2011,17, AK
Maui County,2011,32, HI
McCracken County,2011,13, KY
McDowell County,2011,24, WV
McHenry County,2011,27, IL
McLean County,2011,10, IL
McMinn County,2011,12, TN
Mecklenburg County,2011,79, NC
Medina County,2011,12, OH
Mendocino County,2011,13, CA
Merced County,2011,27, CA
Mercer County,2011,32, NJ
Mercer County,2011,14, PA
Mercer County,2011,46, WV
Merrimack County,2011,14, NH
Mesa County,2011,25, CO
Miami County,2011,14, OH
Miami-Dade County,2011,133, FL
Middlesex County,2011,17, CT
Middlesex County,2011,198, MA
Middlesex County,2011,72, NJ
Midland County,2011,14, TX
Milwaukee County,2011,189, WI
Mingo County,2011,14, WV
Mobile County,2011,43, AL
Mohave County,2011,52, AZ
Monmouth County,2011,89, NJ
Monroe County,2011,20, FL
Monroe County,2011,16, IN
Monroe County,2011,20, MI
Monroe County,2011,66, NY
Monroe County,2011,18, PA
Monterey County,2011,37, CA
Montgomery County,2011,11, IN
Montgomery County,2011,44, MD
Montgomery County,2011,131, OH
Montgomery County,2011,111, PA
Montgomery County,2011,18, TN
Montgomery County,2011,42, TX
Montgomery County,2011,13, VA
Morgan County,2011,14, AL
Morris County,2011,34, NJ
Multnomah County,2011,160, OR
Murray County,2011,15, GA
Muscogee County,2011,21, GA
Muskegon County,2011,23, MI
Muskogee County,2011,15, OK
Nash County,2011,10, NC
Nassau County,2011,13, FL
Nassau County,2011,146, NY
Navajo County,2011,11, AZ
Nevada County,2011,12, CA
New Castle County,2011,82, DE
New Hanover County,2011,36, NC
New Haven County,2011,127, CT
New London County,2011,35, CT
New York County,2011,166, NY
Newton County,2011,10, GA
Niagara County,2011,18, NY
Nicholas County,2011,13, WV
Norfolk County,2011,80, MA
Norfolk city,2011,26, VA
Northampton County,2011,37, PA
Northumberland County,2011,10, PA
Nueces County,2011,58, TX
Oakland County,2011,197, MI
Ocean County,2011,72, NJ
Oconee County,2011,21, SC
Okaloosa County,2011,16, FL
Okeechobee County,2011,10, FL
Oklahoma County,2011,142, OK
Olmsted County,2011,11, MN
Onondaga County,2011,37, NY
Onslow County,2011,18, NC
Orange County,2011,319, CA
Orange County,2011,148, FL
Orange County,2011,10, NC
Orange County,2011,40, NY
Orange County,2011,16, TX
Orleans Parish,2011,40, LA
Osceola County,2011,35, FL
Oswego County,2011,10, NY
Otero County,2011,11, NM
Ottawa County,2011,27, MI
Overton County,2011,15, TN
Palm Beach County,2011,203, FL
Pasco County,2011,147, FL
Passaic County,2011,35, NJ
Paulding County,2011,19, GA
Payne County,2011,10, OK
Penobscot County,2011,12, ME
Peoria County,2011,30, IL
Perry County,2011,18, KY
Phelps County,2011,14, MO
Philadelphia County,2011,430, PA
Pickaway County,2011,14, OH
Pickens County,2011,26, SC
Pierce County,2011,139, WA
Pike County,2011,36, KY
Pike County,2011,13, OH
Pike County,2011,12, PA
Pima County,2011,184, AZ
Pinal County,2011,33, AZ
Pinellas County,2011,244, FL
Placer County,2011,20, CA
Plymouth County,2011,79, MA
Polk County,2011,112, FL
Polk County,2011,52, IA
Polk County,2011,10, TX
Pontotoc County,2011,14, OK
Porter County,2011,23, IN
Portsmouth city,2011,12, VA
Pottawatomie County,2011,10, OK
Potter County,2011,12, TX
Prince George's County,2011,42, MD
Prince William County,2011,21, VA
Providence County,2011,104, RI
Pueblo County,2011,20, CO
Pulaski County,2011,34, AR
Pulaski County,2011,13, KY
Pulaski County,2011,10, MO
Putnam County,2011,17, FL
Putnam County,2011,10, NY
Putnam County,2011,13, TN
Putnam County,2011,12, WV
Queens County,2011,134, NY
Racine County,2011,17, WI
Raleigh County,2011,52, WV
Ramsey County,2011,73, MN
Randolph County,2011,21, NC
Rankin County,2011,24, MS
Rapides Parish,2011,15, LA
Richland County,2011,15, OH
Richland County,2011,36, SC
Richmond County,2011,21, GA
Richmond County,2011,11, NC
Richmond County,2011,70, NY
Richmond city,2011,29, VA
Rio Arriba County,2011,27, NM
Riverside County,2011,252, CA
Roane County,2011,19, TN
Roanoke city,2011,14, VA
Robertson County,2011,12, TN
Robeson County,2011,23, NC
Rock County,2011,23, WI
Rock Island County,2011,13, IL
Rockingham County,2011,18, NC
Rockingham County,2011,35, NH
Rockland County,2011,13, NY
Ross County,2011,18, OH
Rowan County,2011,32, NC
Russell County,2011,14, VA
Rutherford County,2011,14, NC
Rutherford County,2011,17, TN
Rutland County,2011,12, VT
Sacramento County,2011,232, CA
Saginaw County,2011,24, MI
Salem County,2011,15, NJ
Saline County,2011,10, AR
Salt Lake County,2011,214, UT
Sampson County,2011,11, NC
San Bernardino County,2011,190, CA
San Diego County,2011,421, CA
San Francisco County,2011,204, CA
San Joaquin County,2011,127, CA
San Juan County,2011,19, NM
San Luis Obispo County,2011,33, CA
San Mateo County,2011,66, CA
San Miguel County,2011,13, NM
Sandoval County,2011,25, NM
Sandusky County,2011,12, OH
Sangamon County,2011,21, IL
Santa Barbara County,2011,37, CA
Santa Clara County,2011,136, CA
Santa Cruz County,2011,49, CA
Santa Fe County,2011,36, NM
Santa Rosa County,2011,18, FL
Sarasota County,2011,84, FL
Sarpy County,2011,12, NE
Sauk County,2011,10, WI
Schuylkill County,2011,23, PA
Scioto County,2011,25, OH
Scott County,2011,17, IA
Scott County,2011,15, IN
Sebastian County,2011,15, AR
Sedgwick County,2011,45, KS
Seminole County,2011,60, FL
Sevier County,2011,13, TN
Shasta County,2011,46, CA
Shawnee County,2011,18, KS
Shelby County,2011,25, AL
Shelby County,2011,93, TN
Shiawassee County,2011,12, MI
Siskiyou County,2011,12, CA
Skagit County,2011,15, WA
Smith County,2011,20, TX
Snohomish County,2011,168, WA
Solano County,2011,57, CA
Somerset County,2011,23, NJ
Sonoma County,2011,49, CA
Spartanburg County,2011,58, SC
Spokane County,2011,73, WA
Spotsylvania County,2011,12, VA
St. Charles County,2011,49, MO
St. Clair County,2011,14, AL
St. Clair County,2011,32, IL
St. Clair County,2011,27, MI
St. Francois County,2011,16, MO
St. Johns County,2011,19, FL
St. Joseph County,2011,33, IN
St. Louis County,2011,14, MN
St. Louis County,2011,161, MO
St. Louis city,2011,82, MO
St. Lucie County,2011,40, FL
St. Tammany Parish,2011,39, LA
Stanislaus County,2011,82, CA
Stanly County,2011,10, NC
Stark County,2011,40, OH
Stearns County,2011,11, MN
Stokes County,2011,14, NC
Strafford County,2011,12, NH
Suffolk County,2011,117, MA
Suffolk County,2011,272, NY
Sullivan County,2011,29, NY
Sullivan County,2011,19, TN
Summit County,2011,67, OH
Sumner County,2011,19, TN
Surry County,2011,14, NC
Sussex County,2011,33, DE
Sussex County,2011,12, NJ
Sutter County,2011,10, CA
Tangipahoa Parish,2011,20, LA
Tarrant County,2011,172, TX
Taylor County,2011,14, TX
Tazewell County,2011,16, IL
Tazewell County,2011,21, VA
Terrebonne Parish,2011,17, LA
Thurston County,2011,27, WA
Tippecanoe County,2011,18, IN
Travis County,2011,150, TX
Troup County,2011,13, GA
Trumbull County,2011,57, OH
Tulare County,2011,31, CA
Tulsa County,2011,104, OK
Tuolumne County,2011,10, CA
Tuscaloosa County,2011,21, AL
Tuscarawas County,2011,13, OH
Ulster County,2011,22, NY
Union County,2011,28, NJ
Utah County,2011,90, UT
Valencia County,2011,22, NM
Van Buren County,2011,10, MI
Vanderburgh County,2011,52, IN
Venango County,2011,13, PA
Ventura County,2011,109, CA
Victoria County,2011,11, TX
Virginia Beach city,2011,39, VA
Volusia County,2011,89, FL
Wagoner County,2011,11, OK
Wake County,2011,58, NC
Walker County,2011,35, AL
Walker County,2011,10, GA
Walworth County,2011,12, WI
Warren County,2011,16, KY
Warren County,2011,11, NJ
Warren County,2011,26, OH
Washington County,2011,13, AR
Washington County,2011,18, MD
Washington County,2011,16, MN
Washington County,2011,11, OK
Washington County,2011,45, OR
Washington County,2011,38, PA
Washington County,2011,16, RI
Washington County,2011,15, TN
Washington County,2011,18, UT
Washington County,2011,10, VA
Washington County,2011,13, WI
Washoe County,2011,111, NV
Washtenaw County,2011,44, MI
Waukesha County,2011,42, WI
Wayne County,2011,11, IN
Wayne County,2011,356, MI
Wayne County,2011,15, NC
Wayne County,2011,13, OH
Wayne County,2011,18, WV
Webb County,2011,19, TX
Weber County,2011,55, UT
Weld County,2011,31, CO
Westchester County,2011,87, NY
Westmoreland County,2011,72, PA
Whatcom County,2011,19, WA
Whitfield County,2011,15, GA
Whitley County,2011,14, KY
Wichita County,2011,18, TX
Wicomico County,2011,12, MD
Will County,2011,68, IL
Williamson County,2011,13, IL
Williamson County,2011,16, TN
Williamson County,2011,31, TX
Wilson County,2011,16, TN
Windham County,2011,13, CT
Winnebago County,2011,34, IL
Winnebago County,2011,21, WI
Wise County,2011,13, VA
Worcester County,2011,128, MA
Wyandotte County,2011,23, KS
Wyoming County,2011,29, WV
Yakima County,2011,14, WA
Yamhill County,2011,10, OR
Yavapai County,2011,44, AZ
Yellowstone County,2011,15, MT
Yolo County,2011,19, CA
York County,2011,23, ME
York County,2011,47, PA
York County,2011,22, SC
Yuma County,2011,20, AZ
Ada County,2012,28, ID
Adams County,2012,91, CO
Adams County,2012,10, OH
Aiken County,2012,26, SC
Alachua County,2012,14, FL
Alamance County,2012,19, NC
Alameda County,2012,133, CA
Albany County,2012,13, NY
Allegheny County,2012,276, PA
Allen County,2012,33, IN
Allen County,2012,14, OH
Anchorage Borough,2012,54, AK
Anderson County,2012,28, SC
Anderson County,2012,16, TN
Anne Arundel County,2012,75, MD
Anoka County,2012,36, MN
